model,metric,img_id,quality_score
KXNet_x4,MANIQA,01_IMG_9678_.png,0.49948838353157043
KXNet_x4,MANIQA,01_IMG_9832_.png,0.4981285631656647
KXNet_x4,MANIQA,01_IMG_9943_.png,0.47315552830696106
KXNet_x4,MANIQA,01_IMG_9988_.png,0.47997498512268066
KXNet_x4,MANIQA,01_IMG_9996_.png,0.4942270815372467
KXNet_x4,MANIQA,02_IMG_0047_.png,0.49181458353996277
KXNet_x4,MANIQA,02_IMG_0278_.png,0.4924745559692383
KXNet_x4,MANIQA,IMG-20151029-WA0005_.png,0.4626818001270294
KXNet_x4,MANIQA,IMG-20170508-WA0004_.png,0.4858083724975586
KXNet_x4,MANIQA,IMG-20170508-WA0005_.png,0.49061083793640137
KXNet_x4,MANIQA,IMG_0651_.png,0.5716625452041626
KXNet_x4,MANIQA,IMG_1665_.png,0.4581892490386963
KXNet_x4,MANIQA,IMG_20170907_182814017_.png,0.4664749205112457
KXNet_x4,MANIQA,IMG_20180118_122557411_.png,0.44885388016700745
KXNet_x4,MANIQA,IMG_20180201_171046026_.png,0.4729103744029999
KXNet_x4,MANIQA,IMG_20180224_212247556_.png,0.3477093279361725
KXNet_x4,MANIQA,IMG_20180225_180057451_.png,0.4664585292339325
KXNet_x4,MANIQA,IMG_20190505_194506274_HDR-EFFECTS_.png,0.44333213567733765
KXNet_x4,MANIQA,IMG_20190513_210752882_.png,0.4643907845020294
KXNet_x4,MANIQA,IMG_20190517_142525721-EFFECTS_.png,0.49435386061668396
KXNet_x4,MANIQA,IMG_20190531_214259013_.png,0.41870298981666565
KXNet_x4,MANIQA,IMG_20190604_212833103_.png,0.45942363142967224
KXNet_x4,MANIQA,IMG_20190831_145604539_.png,0.44198504090309143
KXNet_x4,MANIQA,IMG_20190901_161832305_.png,0.5060365200042725
KXNet_x4,MANIQA,IMG_20191031_173218684_.png,0.40645650029182434
KXNet_x4,MANIQA,IMG_20191101_115229045_.png,0.4598886966705322
KXNet_x4,MANIQA,IMG_20191130_131452287_HDR_.png,0.44301900267601013
KXNet_x4,MANIQA,IMG_20191130_144510482_.png,0.48196613788604736
KXNet_x4,MANIQA,IMG_20191210_094007177_.png,0.504246175289154
KXNet_x4,MANIQA,IMG_20200209_162238018_.png,0.4188694655895233
KXNet_x4,MANIQA,IMG_20200816_124118257_HDR_.png,0.37849801778793335
KXNet_x4,MANIQA,IMG_20200819_124547156_BURST000_COVER_TOP_.png,0.4496639668941498
KXNet_x4,MANIQA,IMG_20200906_194627870_.png,0.43760520219802856
KXNet_x4,MANIQA,IMG_20200928_164235267_HDR_.png,0.4372214078903198
KXNet_x4,MANIQA,IMG_20201127_182815_.png,0.4444677233695984
KXNet_x4,MANIQA,IMG_3049_0_.png,0.40624475479125977
KXNet_x4,MANIQA,IMG_3867_4_.png,0.45934543013572693
KXNet_x4,MANIQA,IMG_3995_.png,0.552972137928009
KXNet_x4,MANIQA,IMG_4110_.png,0.5261338353157043
KXNet_x4,MANIQA,IMG_4140_.png,0.5471510291099548
KXNet_x4,MANIQA,IMG_4248_.png,0.507053792476654
KXNet_x4,MANIQA,IMG_4291_.png,0.5227428078651428
KXNet_x4,MANIQA,IMG_4436_.png,0.5355074405670166
KXNet_x4,MANIQA,IMG_4480_.png,0.5138046741485596
KXNet_x4,MANIQA,IMG_4537_.png,0.4373837411403656
KXNet_x4,MANIQA,IMG_4558_.png,0.40808069705963135
KXNet_x4,MANIQA,IMG_4884_.png,0.461062490940094
KXNet_x4,MANIQA,IMG_4889_.png,0.465011328458786
KXNet_x4,MANIQA,IMG_4922__.png,0.44862160086631775
KXNet_x4,MANIQA,IMG_5003_.png,0.5518739819526672
KXNet_x4,MANIQA,IMG_5010_.png,0.4989621937274933
KXNet_x4,MANIQA,IMG_5045_.png,0.5207156538963318
KXNet_x4,MANIQA,IMG_5050_.png,0.5128520131111145
KXNet_x4,MANIQA,IMG_5099_.png,0.4535837173461914
KXNet_x4,MANIQA,IMG_5127_.png,0.48353275656700134
KXNet_x4,MANIQA,IMG_5128_.png,0.5774537324905396
KXNet_x4,MANIQA,IMG_5150_.png,0.5096625089645386
KXNet_x4,MANIQA,IMG_5170_.png,0.5579051971435547
KXNet_x4,MANIQA,IMG_5188_.png,0.48312535881996155
KXNet_x4,MANIQA,IMG_5283_.png,0.5036571621894836
KXNet_x4,MANIQA,IMG_5334_.png,0.5089287757873535
KXNet_x4,MANIQA,IMG_5359_.png,0.4451138377189636
KXNet_x4,MANIQA,IMG_5391_.png,0.4643092155456543
KXNet_x4,MANIQA,IMG_5424_.png,0.47520947456359863
KXNet_x4,MANIQA,IMG_5452_.png,0.4988884925842285
KXNet_x4,MANIQA,IMG_5484_.png,0.4098857343196869
KXNet_x4,MANIQA,IMG_5541_.png,0.47400131821632385
KXNet_x4,MANIQA,IMG_5549_.png,0.5310661196708679
KXNet_x4,MANIQA,IMG_5557_.png,0.4602801501750946
KXNet_x4,MANIQA,IMG_5567_.png,0.4247930347919464
KXNet_x4,MANIQA,IMG_5571_.png,0.4685077667236328
KXNet_x4,MANIQA,IMG_5572_.png,0.44754254817962646
KXNet_x4,MANIQA,IMG_5656_.png,0.5215882658958435
KXNet_x4,MANIQA,IMG_5792_.png,0.5206568837165833
KXNet_x4,MANIQA,IMG_5936_.png,0.45907267928123474
KXNet_x4,MANIQA,IMG_5971_.png,0.4612550735473633
