dis_img,ref_img,brisque_index,brisque_loss,content_loss,dists_loss,dss_index,fsim_index,gmsd_index,haarpsi_index,lpips_loss,mdsi_index,ms_ssim_index,ms_gmsd_index,psnr_index,pieapp_loss,ssim_index,style_loss,tv_index,vif_index,vsi_index,srsim_index
../upscaling/BSRGAN/x2/01_IMG_9678_BSRGANx2.png,../upscaling/src_images_1080/x1/01_IMG_9678.png,13.71746826171875,13.71746826171875,374.0848388671875,0.07896900177001953,0.9228090047836304,0.9902973175048828,0.04003036767244339,0.8559344410896301,0.27892619371414185,0.19850748777389526,0.9625589847564697,0.04358082637190819,30.339881896972656,0.33791565895080566,0.9771986603736877,284905280.0,93.63059997558594,0.33275431394577026,0.99738609790802,0.9938111901283264
../upscaling/BSRGAN/x2/01_IMG_9832_BSRGANx2.png,../upscaling/src_images_1080/x1/01_IMG_9832.png,7.75018310546875,7.75018310546875,385.90533447265625,0.07618200778961182,0.8740134835243225,0.9914560914039612,0.0550549142062664,0.8461054563522339,0.2560303509235382,0.20377936959266663,0.9627795815467834,0.059407178312540054,27.144136428833008,0.844038188457489,0.9827513098716736,735133760.0,113.93412780761719,0.40789082646369934,0.9981658458709717,0.9960272312164307
../upscaling/BSRGAN/x2/01_IMG_9943_BSRGANx2.png,../upscaling/src_images_1080/x1/01_IMG_9943.png,20.84539794921875,20.84539794921875,501.30780029296875,0.050843238830566406,0.9430696368217468,0.9941376447677612,0.02950606495141983,0.8749797344207764,0.2306445837020874,0.1814519762992859,0.9759671092033386,0.032968297600746155,30.741294860839844,0.42765629291534424,0.9830944538116455,421552448.0,128.67530822753906,0.4550577402114868,0.9979871511459351,0.9972161650657654
../upscaling/BSRGAN/x2/01_IMG_9988_BSRGANx2.png,../upscaling/src_images_1080/x1/01_IMG_9988.png,24.57537841796875,24.57537841796875,579.406005859375,0.06212317943572998,0.9516841173171997,0.9932578206062317,0.031851235777139664,0.8543477058410645,0.2296932339668274,0.18361996114253998,0.9758759140968323,0.037652693688869476,29.02956199645996,0.7227746248245239,0.9843978881835938,749625472.0,140.73495483398438,0.40364429354667664,0.9978902339935303,0.9967238903045654
../upscaling/BSRGAN/x2/01_IMG_9996_BSRGANx2.png,../upscaling/src_images_1080/x1/01_IMG_9996.png,24.70623779296875,24.70623779296875,243.9759521484375,0.05692088603973389,0.9627310037612915,0.9956888556480408,0.02088378556072712,0.9166241884231567,0.2395944446325302,0.1558685600757599,0.9858145117759705,0.021950919181108475,35.59636306762695,0.25452178716659546,0.9900731444358826,151641376.0,72.06735229492188,0.5442870855331421,0.9990634918212891,0.9983247518539429
../upscaling/BSRGAN/x2/02_IMG_0047_BSRGANx2.png,../upscaling/src_images_1080/x1/02_IMG_0047.png,10.45037841796875,10.45037841796875,323.93304443359375,0.06639820337295532,0.9463279247283936,0.9954376220703125,0.027057697996497154,0.8989865779876709,0.2158370465040207,0.16577358543872833,0.9827203154563904,0.0283929705619812,33.36931610107422,0.2639145851135254,0.989392101764679,185592320.0,89.06688690185547,0.5032429695129395,0.998863697052002,0.9978520274162292
../upscaling/BSRGAN/x2/02_IMG_0278_BSRGANx2.png,../upscaling/src_images_1080/x1/02_IMG_0278.png,22.16522216796875,22.16522216796875,931.6954345703125,0.06867623329162598,0.9510790705680847,0.992408812046051,0.04038827121257782,0.8415986895561218,0.24103951454162598,0.20088011026382446,0.9657960534095764,0.049249954521656036,25.445968627929688,0.4875551164150238,0.9793698191642761,3166703104.0,211.78363037109375,0.3723357021808624,0.9974378943443298,0.995773434638977
../upscaling/BSRGAN/x2/IMG-20151029-WA0005_BSRGANx2.png,../upscaling/src_images_1080/x1/IMG-20151029-WA0005.png,32.59100341796875,32.59100341796875,577.7066040039062,0.042367637157440186,0.9425981044769287,0.9947967529296875,0.027960525825619698,0.8994871377944946,0.17032890021800995,0.17446598410606384,0.9812929630279541,0.02797834575176239,32.148128509521484,0.4695432484149933,0.970025360584259,1611600640.0,143.74264526367188,0.5971906185150146,0.9986250996589661,0.9980348348617554
../upscaling/BSRGAN/x2/IMG-20170508-WA0004_BSRGANx2.png,../upscaling/src_images_1080/x1/IMG-20170508-WA0004.png,25.98797607421875,25.98797607421875,498.9091796875,0.04464977979660034,0.9262377619743347,0.993685781955719,0.031273700296878815,0.8888457417488098,0.20184069871902466,0.16892199218273163,0.9774541258811951,0.030582569539546967,33.30094909667969,0.47188371419906616,0.968471348285675,863118720.0,98.20882415771484,0.5589565634727478,0.9982780814170837,0.997579038143158
../upscaling/BSRGAN/x2/IMG-20170508-WA0005_BSRGANx2.png,../upscaling/src_images_1080/x1/IMG-20170508-WA0005.png,35.50848388671875,35.50848388671875,301.7080078125,0.046222984790802,0.9601038694381714,0.9941384196281433,0.017533181235194206,0.9126367568969727,0.18304023146629333,0.1469487100839615,0.979468822479248,0.01730729267001152,36.97214126586914,0.2865944802761078,0.905831515789032,336579712.0,66.9559326171875,0.6146952509880066,0.9988149404525757,0.998397171497345
